Rank,Freq,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er, sie, es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,English,Spanish,French
1511,583,ohrfeigen,ohrfeige,,ohrfeigst,,ohrfeigt,ohrfeigte,,geohrfeigt,,ohrfeigte,,ohrfeige,,,ohrfeigt,,haben,,slapping,rápido,claques
1512,583,windeln,windle,windele,windelst,,windelt,windelte,,gewindelt,,windelte,,windle,windele,,windelt,,haben,,diapers,pañales,couches
1513,583,bestreiten,bestreite,,bestreitest,,bestreitet,bestritt,,bestritten,,bestritte,,bestreite,,,bestreitet,,haben,,deny,denegar,refuser
1507,584,auskommen,komme aus,,kommst aus,,kommt aus,kam aus,,ausgekommen,,käme aus,,komme aus,,,kommt aus,,sein,,get along,llevarse bien,se débrouiller
1508,584,übermitteln,übermittle,,übermittelst,,übermittelt,übermittelte,,übermittelt,,übermittelte,,übermittle,,,übermittelt,,haben,,transmit,transmitir,transmettre
1509,584,austricksen,trickse aus,,trickst aus,,trickst aus,trickste aus,,ausgetrickst,,trickste aus,,tricks aus,trickse aus,,trickst aus,,haben,,trick,truco,astuce
1502,585,schimpfen,schimpfe,,schimpfst,,schimpft,schimpfte,,geschimpft,,schimpfte,,schimpf,,,schimpft,,haben,,scold,regañar,gronder
1503,585,durchsetzen,setze durch,,setzt durch,,setzt durch,setzte durch,,durchgesetzt,,setzte durch,,setze durch,,,setzt durch,,haben,,push through,llevar a cabo,faire passer
1504,585,stabilisieren,stabilisiere,,stabilisierst,,stabilisiert,stabilisierte,,stabilisiert,,stabilisierte,,stabilisier,stabilisiere,,stabilisiert,,haben,,stabilize,estabilizar,stabiliser
1505,585,entzünden,entzünde,,entzündest,,entzündet,entzündete,,entzündet,,entzündete,,entzünd,entzünde,,entzündet,,haben,,ignite,encender,enflammer
1506,585,konfrontieren,konfrontiere,,konfrontierst,,konfrontiert,konfrontierte,,konfrontiert,,konfrontierte,,konfrontiere,konfrontier,,konfrontiert,,haben,,confront,confrontar,affronter
1500,587,killen,kille,,killst,,killt,killte,,gekillt,,killte,,kille,,,killt,,haben,,kill,matar,tuer
1501,587,verlängern,verlängere,,verlängerst,,verlängert,verlängerte,,verlängert,,verlängerte,,verlängere,,,verlängert,,haben,,extend,extender,étendre
1498,588,ernten,ernte,,erntest,,erntet,erntete,,geerntet,,erntete,,ernt,ernte,,erntet,,haben,,harvest,cosecha,récolte
1499,588,klarmachen,mache klar,,machst klar,,macht klar,machte klar,,klargemacht,,machte klar,,mach klar,mache klar,,macht klar,,haben,,make clear,dejar claro,préciser
1497,589,bedrücken,bedrücke,,bedrückst,,bedrückt,bedrückte,,bedrückt,,bedrückte,,bedrück,bedrücke,,bedrückt,,haben,,depress,deprimir,déprimer
1495,590,schneien,schneie,,schneist,,schneit,schneite,,geschneit,,schneite,,schnei,schneie,,schneit,,haben,sein,snow,nieve,neige
1496,590,durchdringen,durchdringe,,durchdringst,,durchdringt,durchdrang,,durchdrungen,,durchdränge,,durchdring,durchdringe,,durchdringt,,haben,,penetrate,penetrar,pénétrer
1492,591,improvisieren,improvisiere,,improvisierst,,improvisiert,improvisierte,,improvisiert,,improvisierte,,improvisiere,improvisier,,improvisiert,,haben,,improvise,improvisar,improviser
1493,591,untertauchen,tauche unter,,tauchst unter,,taucht unter,tauchte unter,,untergetaucht,,tauchte unter,,tauch unter,tauche unter,,taucht unter,,haben,sein,submerge,sumergir,submerger
1494,591,abwenden,wende ab,,wendest ab,,wendet ab,wendete ab,wandte ab,abgewendet,abgewandt,wendete ab,,wende ab,,,wendet ab,,haben,,avert,evitar,éviter
1491,592,ausnehmen,nehme aus,,nimmst aus,,nimmt aus,nahm aus,,ausgenommen,,nähme aus,,nimm aus,,,nehmt aus,,haben,,exclude,excluir,exclure
1489,593,erwerben,erwerbe,,erwirbst,,erwirbt,erwarb,,erworben,,erwürbe,,erwirb,,,erwerbt,erwerbet,haben,,acquire,adquirir,acquérir
1490,593,tanken,tanke,,tankst,,tankt,tankte,,getankt,,tankte,,tank,,,tankt,,haben,,refuel,repostar,ravitailler
1486,594,eintragen,trage ein,,trägst ein,,trägt ein,trug ein,,eingetragen,,trüge ein,,trage ein,,,tragt ein,,haben,,register,registro,registre
1487,594,verschlüsseln,verschlüssle,verschlüssele,verschlüsselst,,verschlüsselt,verschlüsselte,,verschlüsselt,,verschlüsselte,,verschlüssle,verschlüssele,,verschlüsselt,,haben,,encrypt,cifrar,chiffrer
1488,594,perlen,perle,,perlst,,perlt,perlte,,geperlt,,perlte,,perl,perle,,perlt,,haben,sein,beads,rosario,perles
1485,595,rasten,raste,,rastest,,rastet,rastete,,gerastet,,rastete,,rast,raste,,rastet,,haben,,rest,descansar,repos
1484,597,ringen,ringe,,ringst,,ringt,rang,,gerungen,,ränge,,ring,,,ringt,,haben,,wrestle,luchar,lutter
1483,598,zaubern,zaubere,,zauberst,,zaubert,zauberte,,gezaubert,,zauberte,,zauber,zaubere,,zaubert,,haben,,conjure up,evocar,évoquer
1481,600,abdrücken,drücke ab,,drückst ab,,drückt ab,drückte ab,,abgedrückt,,drückte ab,,drück ab,drücke ab,,drückt ab,,haben,,pull the trigger,apretar el gatillo,appuyer sur la gâchette
1482,600,bezeugen,bezeuge,,bezeugst,,bezeugt,bezeugte,,bezeugt,,bezeugte,,bezeug,bezeuge,,bezeugt,,haben,,testify,testificar,témoigner
1480,601,punkten,punkte,,punktest,,punktet,punktete,,gepunktet,,punktete,,punkt,punkte,,punktet,,haben,,score,puntaje,score
1479,602,erniedrigen,erniedrige,,erniedrigst,,erniedrigt,erniedrigte,,erniedrigt,,erniedrigte,,erniedrige,,,erniedrigt,,haben,,humiliate,humillar,humilier
1478,603,aufdecken,decke auf,,deckst auf,,deckt auf,deckte auf,,aufgedeckt,,deckte auf,,deck auf,decke auf,,deckt auf,,haben,,discover,descubrir,découvrir
1476,605,protestieren,protestiere,,protestierst,,protestiert,protestierte,,protestiert,,protestierte,,protestiere,protestier,,protestiert,,haben,,protest,protesta,protestation
1477,605,beitragen,trage bei,,trägst bei,,trägt bei,trug bei,,beigetragen,,trüge bei,,trag bei,trage bei,,tragt bei,,haben,,contribute,contribuir,contribuer
1474,607,wimmeln,wimmle,wimmele,wimmelst,,wimmelt,wimmelte,,gewimmelt,,wimmelte,,wimmel,wimmle,,wimmelt,,haben,,swarm,enjambre,essaim
1475,607,pumpen,pumpe,,pumpst,,pumpt,pumpte,,gepumpt,,pumpte,,pump,pumpe,,pumpt,,haben,,pump,bomba,pompe
1473,608,kneifen,kneife,,kneifst,,kneift,kniff,,gekniffen,,kniffe,,kneife,kneif,,kneift,,haben,,pinching,ratería,pincer
1471,610,kritisieren,kritisiere,,kritisierst,,kritisiert,kritisierte,,kritisiert,,kritisierte,,kritisiere,kritisier,,kritisiert,,haben,,criticize,criticar,critiquer
1472,610,qualifizieren,qualifiziere,,qualifizierst,,qualifiziert,qualifizierte,,qualifiziert,,qualifizierte,,qualifiziere,qualifizier,,qualifiziert,,haben,,qualify,calificar,qualifier
1470,612,schleifen,schleife,,schleifst,,schleift,schleifte,,geschleift,,schleifte,,schleife,,,schleift,,haben,,grind,moler,moudre
1469,613,spionieren,spioniere,,spionierst,,spioniert,spionierte,,spioniert,,spionierte,,spionier,spioniere,,spioniert,,haben,,spy,espiar,espionner
1468,614,widerfahren,—,,—,,widerfährt,widerfuhr,,widerfahren,,widerführe,,—,,,—,,sein,,happen,suceder,arriver
1463,616,suspendieren,suspendiere,,suspendierst,,suspendiert,suspendierte,,suspendiert,,suspendierte,,suspendiere,suspendier,,suspendiert,,haben,,suspend,suspender,suspendre
1464,616,vorziehen,ziehe vor,,ziehst vor,,zieht vor,zog vor,,vorgezogen,,zöge vor,,zieh vor,,,zieht vor,,haben,,prefer,preferir,préférer
1465,616,erlösen,erlöse,,erlöst,,erlöst,erlöste,,erlöst,,erlöste,,erlös,erlöse,,erlöst,,haben,,redeem,canjear,racheter
1466,616,erhängen,erhänge,,erhängst,,erhängt,erhängte,,erhängt,,erhängte,,erhäng,erhänge,,erhängt,,haben,,hang,colgar,accrocher
1467,616,versinken,versinke,,versinkst,,versinkt,versank,,versunken,,versänke,,versinke,versink,,versinkt,,sein,,sink,hundir,couler
1462,617,rippen,rippe,,rippst,,rippt,rippte,,gerippt,,rippte,,ripp,rippe,,rippt,,haben,,rip,rotura,déchirer
1460,618,wandeln,wandle,wandele,wandelst,,wandelt,wandelte,,gewandelt,,wandelte,,wandle,wandele,,wandelt,,sein,haben,walk,caminar,marcher
1461,618,verfallen,verfalle,,verfällst,,verfällt,verfiel,,verfallen,,verfiele,,verfall,,,verfallt,,sein,,expire,expirar,expirer
1458,619,verriegeln,verriegle,verriegele,verriegelst,,verriegelt,verriegelte,,verriegelt,,verriegelte,,verriegle,verriegele,,verriegelt,,haben,,lock,cerrar,verrouillage
1459,619,schiefgehen,—,,—,,geht schief,ging schief,,schiefgegangen,,ginge schief,,—,,,—,,sein,,go wrong,salir mal,se tromper
1457,621,spülen,spüle,,spülst,,spült,spülte,,gespült,,spülte,,spül,spüle,,spült,,haben,,wash,lavar,laver
1456,622,erbitten,erbitte,,erbittest,,erbittet,erbat,,erbeten,,erbäte,,erbitte,,,erbittet,,haben,,request,pedido,demande
1454,623,plündern,plündere,,plünderst,,plündert,plünderte,,geplündert,,plünderte,,plündre,plündere,,plündert,,haben,,plunder,saquear,pillage
1455,623,hüpfen,hüpfe,,hüpfst,,hüpft,hüpfte,,gehüpft,,hüpfte,,hüpfe,,,hüpft,,sein,,hop,brincar,houblon
1452,626,verblüffen,verblüffe,,verblüffst,,verblüfft,verblüffte,,verblüfft,,verblüffte,,verblüffe,,,verblüfft,,haben,,amaze,asombro,étonner
1453,626,beängstigen,beängstige,,beängstigst,,beängstigt,beängstigte,,beängstigt,,beängstigte,,beängstig,beängstige,,beängstigt,,haben,,scare,susto,effrayer
1451,627,erfassen,erfasse,,erfasst,,erfasst,erfasste,,erfasst,,erfasste,,erfasse,erfass,,erfasst,,haben,,capture,captura,capturer
1450,629,repräsentieren,repräsentiere,,repräsentierst,,repräsentiert,repräsentierte,,repräsentiert,,repräsentierte,,repräsentiere,repräsentier,,repräsentiert,,haben,,represent,representar,représenter
1448,631,berauben,beraube,,beraubst,,beraubt,beraubte,,beraubt,,beraubte,,beraub,beraube,,beraubt,,haben,,deprive,privar,priver
1449,631,aufschlitzen,schlitze auf,,schlitzt auf,,schlitzt auf,schlitzte auf,,aufgeschlitzt,,schlitzte auf,,schlitz auf,schlitze auf,,schlitzt auf,,haben,,slash,barra oblicua,sabrer
1447,632,fördern,fördere,,förderst,,fördert,förderte,,gefördert,,förderte,,fördere,,,fördert,,haben,,support financially,apoyar financieramente,soutenir financièrement
1445,635,erkundigen,erkundige,,erkundigst,,erkundigt,erkundigte,,erkundigt,,erkundigte,,erkundige,,,erkundigt,,haben,,inquire,preguntar,renseigner
1446,635,zurückbleiben,bleibe zurück,,bleibst zurück,,bleibt zurück,blieb zurück,,zurückgeblieben,,bliebe zurück,,bleib zurück,bleibe zurück,,bleibt zurück,,sein,,stay behind,quedarse,rester en arrière
1444,636,vormachen,mache vor,,machst vor,,macht vor,machte vor,,vorgemacht,,machte vor,,mach vor,mache vor,,macht vor,,haben,,demonstrate,demostrar,démontrer
1443,637,einstecken,stecke ein,,steckst ein,,steckt ein,steckte ein,,eingesteckt,,steckte ein,,steck ein,stecke ein,,steckt ein,,haben,,plug in,conectar,brancher
1442,638,mitgehen,gehe mit,,gehst mit,,geht mit,ging mit,,mitgegangen,,ginge mit,,geh mit,gehe mit,,geht mit,,sein,,go along,marcharse,allez-y
1441,639,schnallen,schnalle,,schnallst,,schnallt,schnallte,,geschnallt,,schnallte,,schnall,schnalle,,schnallt,,haben,,buckle,hebilla,boucle
1440,641,zerquetschen,zerquetsche,,zerquetschst,zerquetscht,zerquetscht,zerquetschte,,zerquetscht,,zerquetschte,,zerquetsch,zerquetsche,,zerquetscht,,haben,,crush,aplastar,écraser
1437,643,einbauen,baue ein,,baust ein,,baut ein,baute ein,,eingebaut,,baute ein,,bau ein,baue ein,,baut ein,,haben,,install,instalar,installer
1438,643,piepsen,piepse,,piepst,,piepst,piepste,,gepiepst,,piepste,,piepse,,,piepst,,haben,,beep,bip,bip
1439,643,bestehlen,bestehle,,bestiehlst,,bestiehlt,bestahl,,bestohlen,,bestähle,bestöhle,bestiehl,bestehle,,bestehlt,,haben,,steal from,robar de,voler
1436,645,beistehen,stehe bei,,stehst bei,,steht bei,stand bei,,beigestanden,,stände bei,stünde bei,steh bei,stehe bei,,steht bei,,haben,,assist,asistir,assister
1435,646,herhören,höre her,,hörst her,,hört her,hörte her,,hergehört,,hörte her,,hör her,höre her,,hört her,,haben,,listen,escuchar,écouter
1433,647,überweisen,überweise,,überweist,,überweist,überwies,,überwiesen,,überwiese,,überweise,überweis,,überweist,,haben,,transfer,transferir,transfert
1434,647,aufführen,führe auf,,führst auf,,führt auf,führte auf,,aufgeführt,,führte auf,,führ auf,führe auf,,führt auf,,haben,,perform,llevar a cabo,effectuer
1431,649,verschreiben,verschreibe,,verschreibst,,verschreibt,verschrieb,,verschrieben,,verschriebe,,verschreibe,verschreib,,verschreibt,,haben,,prescribe,prescribir,prescrire
1432,649,loslegen,lege los,,legst los,,legt los,legte los,,losgelegt,,legte los,,leg los,lege los,,legt los,,haben,,get started,empezar,commencer
1430,651,würgen,würge,,würgst,,würgt,würgte,,gewürgt,,würgte,,würge,,,würgt,,haben,,strangle,estrangular,étrangler
1429,652,involvieren,involviere,,involvierst,,involviert,involvierte,,involviert,,involvierte,,involvier,involviere,,involviert,,haben,,involve,involucrar,impliquer
1428,653,peitschen,peitsche,,peitschst,peitscht,peitscht,peitschte,,gepeitscht,,peitschte,,peitsch,peitsche,,peitscht,,haben,,whip,látigo,fouet
1427,655,dastehen,stehe da,,stehst da,,steht da,stand da,,dagestanden,,stünde da,,steh da,,,steht da,,haben,sein,stand there,quédate ahí,reste là
1424,656,summen,summe,,summst,,summt,summte,,gesummt,,summte,,summe,,,summt,,haben,,hum,tararear,hum
1425,656,borgen,borge,,borgst,,borgt,borgte,,geborgt,,borgte,,borge,borg,,borgt,borget,haben,,borrow,pedir prestado,emprunter
1426,656,heimkommen,komme heim,,kommst heim,,kommt heim,kam heim,,heimgekommen,,käme heim,,komm heim,komme heim,,kommt heim,,sein,,come home,ven a casa,rentrer à la maison
1422,657,vorsehen,sehe vor,,siehst vor,,sieht vor,sah vor,,vorgesehen,,sähe vor,,sieh vor,,,seht vor,,haben,,provide,proporcionar,fournir
1423,657,aufzeichnen,zeichne auf,,zeichnest auf,,zeichnet auf,zeichnete auf,,aufgezeichnet,,zeichnete auf,,zeichne auf,,,zeichnet auf,,haben,,record,registro,enregistrer
1421,659,bereden,berede,,beredest,,beredet,beredete,,beredet,,beredete,,bered,berede,,beredet,,haben,,discuss,conversar,discuter
1420,662,lutschen,lutsche,,lutschst,lutscht,lutscht,lutschte,,gelutscht,,lutschte,,lutsch,lutsche,,lutscht,,haben,,suck,chupar,sucer
1418,663,schuften,schufte,,schuftest,,schuftet,schuftete,,geschuftet,,schuftete,,schufte,schuft,,schuftet,,haben,,toil,trabajo,labeur
1419,663,fernhalten,halte fern,,hältst fern,,hält fern,hielt fern,,ferngehalten,,hielte fern,,halt fern,halte fern,,haltet fern,,haben,,keep away,Manténgase alejado,tenir à l'écart
1416,664,aufladen,lade auf,,lädst auf,,lädt auf,lud auf,,aufgeladen,,lüde auf,,lade auf,,,ladet auf,,haben,,charge,cargar,charge
1417,664,murmeln,murmle,murmel,murmelst,,murmelt,murmelte,,gemurmelt,,murmelte,,murmle,murmel,,murmelt,,haben,,mumble,mascullar,marmonner
1414,667,einsehen,sehe ein,,siehst ein,,sieht ein,sah ein,,eingesehen,,sähe ein,,sieh ein,,,seht ein,,haben,,see,ver,voir
1415,667,versäumen,versäume,,versäumst,,versäumt,versäumte,,versäumt,,versäumte,,versäume,,,versäumt,,haben,,miss,extrañar,manquer
1413,668,wurzeln,wurzele,,wurzelst,,wurzelt,wurzelte,,gewurzelt,,wurzelte,,wurzel,wurzle,,wurzelt,,haben,,root,raíz,racine
1411,669,abgehen,gehe ab,,gehst ab,,geht ab,ging ab,,abgegangen,,ginge ab,,geh ab,,,geht ab,,sein,,go off,seguir,partir
1412,669,nachgeben,gebe nach,,gibst nach,,gibt nach,gab nach,,nachgegeben,,gäbe nach,,gib nach,,,gebt nach,,haben,,give in,ceder,donner
1410,670,erwidern,erwidere,,erwiderst,,erwidert,erwiderte,,erwidert,,erwiderte,,erwidere,,,erwidert,,haben,,reply,responder,répondre
1409,671,realisieren,realisiere,,realisierst,,realisiert,realisierte,,realisiert,,realisierte,,realisiere,realisier,,realisiert,,haben,,realize,darse cuenta,réaliser
1406,672,speichern,speichere,,speicherst,,speichert,speicherte,,gespeichert,,speicherte,,speichere,,,speichert,,haben,,save,ahorrar,sauvegarder
1407,672,umstellen,umstelle,,umstellst,,umstellt,umstellte,,umstellt,,umstellte,,umstelle,umstell,,umstellt,,haben,,change,cambiar,changement
1408,672,erkälten,erkälte,,erkältest,,erkältet,erkältete,,erkältet,,erkältete,,erkälte,,,erkältet,,haben,,catch a cold,resfriarse,attraper un rhume
1405,673,hausen,hause,,haust,,haust,hauste,,gehaust,,hauste,,hause,,,haust,,haben,,hausen,hausen,hausen
1404,674,rahmen,rahme,,rahmst,,rahmt,rahmte,,gerahmt,,rahmte,,rahm,rahme,,rahmt,,haben,,frame,marco,cadre
1403,676,zunehmen,nehme zu,,nimmst zu,,nimmt zu,nahm zu,,zugenommen,,nähme zu,,nimm zu,,,nehmt zu,,haben,,gain weight,aumentar de peso,prendre du poids
1402,677,verpfeifen,verpfeife,,verpfeifst,,verpfeift,verpfiff,,verpfiffen,,verpfiffe,,verpfeif,verpfeife,,verpfeift,,haben,,snitch,soplón,mouchard
1399,678,ausweichen,weiche aus,,weichst aus,,weicht aus,wich aus,,ausgewichen,,wiche aus,,weiche aus,,,weicht aus,,sein,,evade,evadir,éluder
1400,678,verschlucken,verschlucke,,verschluckst,,verschluckt,verschluckte,,verschluckt,,verschluckte,,verschluck,verschlucke,,verschluckt,,haben,,swallow,tragar,avaler
1401,678,vertuschen,vertusche,,vertuschst,,vertuscht,vertuschte,,vertuscht,,vertuschte,,vertusch,vertusche,,vertuscht,,haben,,cover up,encubrir,couvrir
1397,679,erpressen,erpresse,,erpresst,,erpresst,erpresste,,erpresst,,erpresste,,erpress,erpresse,,erpresst,,haben,,blackmail,chantaje,chantage
1398,679,wiedererkennen,erkenne wieder,,erkennst wieder,,erkennt wieder,erkannte wieder,,wiedererkannt,,erkennte wieder,,erkenn wieder,erkenne wieder,,erkennt wieder,,haben,,recognize,reconocer,reconnaître
1395,680,beschränken,beschränke,,beschränkst,,beschränkt,beschränkte,,beschränkt,,beschränkte,,beschränk,beschränke,,beschränkt,,haben,,restrict,restringir,limiter
1396,680,begleichen,begleiche,,begleichst,,begleicht,beglich,,beglichen,,begliche,,begleiche,,,begleicht,,haben,,settle,asentarse,régler
1394,681,winken,winke,,winkst,,winkt,winkte,,gewinkt,gewunken,winkte,,winke,,,winkt,,haben,,wave,ola,vague
1392,682,speisen,speise,,speist,,speist,speiste,,gespeist,gespiesen,speiste,,speise,,,speiset,,haben,,dine,cenar,dîner
1393,682,freigeben,gebe frei,,gibst frei,,gibt frei,gab frei,,freigegeben,,gäbe frei,,gib frei,,,gebt frei,,haben,,release,liberar,libérer
1391,683,überdenken,überdenke,,überdenkst,,überdenkt,überdachte,,überdacht,,überdächte,,überdenke,,,überdenkt,,haben,,rethink,repensar,repenser
1389,685,ausgraben,grabe aus,,gräbst aus,,gräbt aus,grub aus,,ausgegraben,,grübe aus,,grab aus,grabe aus,,grabt aus,,haben,,dig up,desenterrar,déterrer
1390,685,wiederfinden,finde wieder,,findest wieder,,findet wieder,fand wieder,,wiedergefunden,,fände wieder,,finde wieder,,,findet wieder,,haben,,find again,encontrar de nuevo,retrouver
1388,689,andeuten,deute an,,deutest an,,deutet an,deutete an,,angedeutet,,deutete an,,deute an,,,deutet an,,haben,,indicate,indicar,indiquer
1387,690,vergießen,vergieße,,vergießt,,vergießt,vergoss,,vergossen,,vergösse,,vergieße,,,vergießt,vergießet,haben,,shed,cobertizo,hangar
1386,692,ersticken,ersticke,,erstickst,,erstickt,erstickte,,erstickt,,erstickte,,ersticke,,,erstickt,,sein,haben,suffocate,sofocar,étouffer
1385,693,enthüllen,enthülle,,enthüllst,,enthüllt,enthüllte,,enthüllt,,enthüllte,,enthülle,enthüll,,enthüllt,,haben,,reveal,revelar,révéler
1384,695,ausüben,übe aus,,übst aus,,übt aus,übte aus,,ausgeübt,,übte aus,,übe aus,,,übt aus,,haben,,exercise,ejercicio,exercice
1383,696,lagern,lagere,,lagerst,,lagert,lagerte,,gelagert,,lagerte,,lagere,lager,,lagert,,haben,,store,almacenar,magasin
1379,697,verscheiden,verscheide,,verscheidest,,verscheidet,verschied,,verschieden,,verschiede,,verscheide,,,verscheidet,,sein,,different,diferente,différent
1380,697,vornehmen,nehme vor,,nimmst vor,,nimmt vor,nahm vor,,vorgenommen,,nähme vor,,nimm vor,,,nehmt vor,,haben,,make,hacer,faire
1381,697,hinreißen,reiße hin,,reißt hin,,reißt hin,riss hin,,hingerissen,,risse hin,,reiß hin,reiße hin,,reißt hin,,haben,,ravish,violar,ravir
1382,697,anspannen,spanne an,,spannst an,,spannt an,spannte an,,angespannt,,spannte an,,spann an,spanne an,,spannt an,,haben,,tense up,tensarse,se tendre
